"Census Profile, 2021 Census of Population"
,,,"Toronto, City (C) [Census subdivision], Ontario",,
"Knowledge of languages","          Berber languages, n.i.e.",,    45,"",
"Knowledge of languages","        Chadic languages",,   610,"",
"Knowledge of languages","          Hausa",,   560,"",
"Knowledge of languages","          Mina",,    40,"",
"Knowledge of languages","        Coptic",,   215,"",
"Knowledge of languages","        Cushitic languages",, 19090,"",
"Knowledge of languages","          Bilen",,   175,"",
"Knowledge of languages","          Oromo",,  1725,"",
"Knowledge of languages","          Somali",, 17155,"",
"Knowledge of languages","          Cushitic languages, n.i.e.",,   225,"",
"Knowledge of languages","        Semitic languages",,101800,"",
"Knowledge of languages","          Amharic",, 13295,"",
"Knowledge of languages","          Arabic",, 59680,"",
"Knowledge of languages","          Aramaic languages",,  7625,"",
"Knowledge of languages","            Assyrian Neo-Aramaic",,  6015,"",
"Knowledge of languages","            Chaldean Neo-Aramaic",,  1380,"",
"Knowledge of languages","            Aramaic, n.o.s.",,   350,"",
"Knowledge of languages","          Harari",,  1090,"",
"Knowledge of languages","          Hebrew",, 19995,"",
"Knowledge of languages","          Maltese",,  1620,"",
"Knowledge of languages","          Tigrigna",,  9440,"",
"Knowledge of languages","          Semitic languages, n.i.e.",,   285,"",
"Knowledge of languages","      Austro-Asiatic languages",, 40125,"",
"Knowledge of languages","        Khmer (Cambodian)",,  1830,"",
"Knowledge of languages","        Vietnamese",, 38420,"",
"Knowledge of languages","        Austro-Asiatic languages, n.i.e",,   135,"",
"Knowledge of languages","      Austronesian languages",,143975,"",
"Knowledge of languages","        Bikol",,   730,"",
"Knowledge of languages","        Bisaya, n.o.s.",,  1845,"",
"Knowledge of languages","        Cebuano",,  4725,"",
"Knowledge of languages","        Fijian",,    90,"",
"Knowledge of languages","        Hiligaynon",,  3700,"",
"Knowledge of languages","        Ilocano",, 16205,"",
"Knowledge of languages","        Indonesian",,  2890,"",
"Knowledge of languages","        Kankanaey",,   380,"",
"Knowledge of languages","        Kinaray-a",,   175,"",
"Knowledge of languages","        Malagasy languages",,    35,"",
"Knowledge of languages","          Merina",,    10,"",
"Knowledge of languages","          Malagasy, n.o.s.",,    25,"",
"Knowledge of languages","        Malay",,  1720,"",
"Knowledge of languages","        Pampangan (Kapampangan, Pampango)",,  1620,"",
"Knowledge of languages","        Pangasinan",,   860,"",
"Knowledge of languages","        Tagalog (Pilipino, Filipino)",,135600,"",
"Knowledge of languages","        Waray-Waray",,   920,"",
"Knowledge of languages","        Austronesian languages, n.i.e.",,  3135,"",
"Knowledge of languages","      Creole languages",,  9055,"",
"Knowledge of languages","        Haitian Creole",,  1995,"",
"Knowledge of languages","        Jamaican English Creole",,  1175,"",
"Knowledge of languages","        Krio",,   220,"",
"Knowledge of languages","        Morisyen",,  1540,"",
"Knowledge of languages","        Sango",,    10,"",
"Knowledge of languages","        Creole, n.o.s.",,  3305,"",
"Knowledge of languages","        Creole languages, n.i.e.",,  1235,"",
"Knowledge of languages","      Dravidian languages",, 98850,"",
"Knowledge of languages","        Kannada",,  3625,"",
"Knowledge of languages","        Malayalam",, 11165,"",
"Knowledge of languages","        Tamil",, 77785,"",
"Knowledge of languages","        Telugu",, 11850,"",
"Knowledge of languages","        Tulu",,   320,"",
"Knowledge of languages","        Dravidian languages, n.i.e.",,   240,"",
"Knowledge of languages","      Georgian",,  1355,"",
"Knowledge of languages","      Hmong-Mien languages",,    10,"",
"Knowledge of languages","      Indo-European languages",,801510,"",
"Knowledge of languages","        Albanian",, 11050,"",
"Knowledge of languages","        Armenian",,  9595,"",
"Knowledge of languages","        Balto-Slavic languages",,132695,"",
"Knowledge of languages","        Baltic languages",,  3550,"",
"Knowledge of languages","            Latvian",,  1655,"",
"Knowledge of languages","            Lithuanian",,  1905,"",
"Knowledge of languages","          Slavic languages",,129955,"",
"Knowledge of languages","            Belarusian",,   485,"",
"Knowledge of languages","            Bulgarian",,  4900,"",
"Knowledge of languages","            Czech",,  3625,"",
"Knowledge of languages","            Macedonian",,  7660,"",
"Knowledge of languages","            Polish",, 27850,"",
"Knowledge of languages","            Russian",, 52840,"",
"Knowledge of languages","            Rusyn",,    30,"",
"Knowledge of languages","            Serbo-Croatian",, 25500,"",
"Knowledge of languages","              Bosnian",,  3320,"",
"Knowledge of languages","              Croatian",,  9415,"",
"Knowledge of languages","              Serbian",, 18040,"",
"Knowledge of languages","              Serbo-Croatian, n.i.e.",,   715,"",
"Knowledge of languages","            Slovak",,  3675,"",
"Knowledge of languages","            Slovene (Slovenian)",,  1900,"",
"Knowledge of languages","            Ukrainian",, 21345,"",
"Knowledge of languages","            Slavic languages, n.i.e.",,    85,"",
"Knowledge of languages","        Celtic languages",,  1350,"",
"Knowledge of languages","          Irish",,   990,"",
"Knowledge of languages","          Scottish Gaelic",,   140,"",
"Knowledge of languages","          Welsh",,   135,"",
"Knowledge of languages","          Celtic languages, n.i.e.",,    95,"",
"Knowledge of languages","        Germanic languages",, 39895,"",
"Knowledge of languages","          Frisian",,    55,"",
"Knowledge of languages","          High German languages",, 31620,"",
"Knowledge of languages","            German",, 27540,"",
"Knowledge of languages","            Pennsylvania German",,     0,"",
"Knowledge of languages","            Swiss German",,   575,"",
"Knowledge of languages","            Yiddish",,  3915,"",
"Knowledge of languages","          Low Saxon-Low Franconian languages",,  6385,"",
"Knowledge of languages","            Afrikaans",,  2095,"",
"Knowledge of languages","            Dutch",,  4115,"",
"Knowledge of languages","            Low German, n.o.s.",,    20,"",
"Knowledge of languages","            Low Saxon",,     0,"",
"Knowledge of languages","            Plautdietsch",,    50,"",
"Knowledge of languages","            Vlaams (Flemish)",,   205,"",
"Knowledge of languages","          Scandinavian languages",,  2975,"",
"Knowledge of languages","            Danish",,  1020,"",
"Knowledge of languages","            Icelandic",,    95,"",
"Knowledge of languages","            Norwegian",,   535,"",
"Knowledge of languages","            Swedish",,  1530,"",
"Knowledge of languages","          Germanic languages, n.i.e.",,    95,"",
"Knowledge of languages","        Greek",, 36620,"",
"Knowledge of languages","        Indo-Iranian languages",,302620,"",
"Knowledge of languages","          Indo-Aryan languages",,236745,"",
"Knowledge of languages","            Assamese",,   230,"",
"Knowledge of languages","            Bengali",, 41750,"",
"Knowledge of languages","            Gujarati",, 42425,"",
"Knowledge of languages","            Hindi",,107170,"",
"Knowledge of languages","            Kacchi",,  3300,"",
"Knowledge of languages","            Kashmiri",,   280,"",
"Knowledge of languages","            Konkani",,  2005,"",
"Knowledge of languages","            Marathi",,  8290,"",
"Knowledge of languages","            Nepali",,  5580,"",
"Knowledge of languages","            Oriya languages",,  1010,"",
"Knowledge of languages","              Odia",,   605,"",
"Knowledge of languages","              Oriya, n.o.s.",,   410,"",
"Knowledge of languages","            Punjabi (Panjabi)",, 41430,"",
"Knowledge of languages","            Rohingya",,    40,"",
"Knowledge of languages","            Sindhi",,  1355,"",
"Knowledge of languages","            Sinhala (Sinhalese)",,  7370,"",
"Knowledge of languages","            Urdu",, 65035,"",
"Knowledge of languages","            Indo-Aryan languages, n.i.e.",,  1665,"",
"Knowledge of languages","          Iranian languages",, 70200,"",
"Knowledge of languages","            Baluchi",,   160,"",
"Knowledge of languages","            Kurdish",,  3275,"",
"Knowledge of languages","            Parsi",,   230,"",
"Knowledge of languages","            Pashto",,  7095,"",
"Knowledge of languages","            Persian languages",, 62515,"",
"Knowledge of languages","              Dari",, 14995,"",
"Knowledge of languages","              Iranian Persian",, 42785,"",
"Knowledge of languages","              Persian (Farsi), n.o.s.",,  5490,"",
"Knowledge of languages","            Iranian languages, n.i.e.",,   450,"",
"Knowledge of languages","          Indo-Iranian languages, n.i.e.",,   420,"",
"Knowledge of languages","        Italic (Romance) languages",,296705,"",
"Knowledge of languages","          Catalan",,   335,"",
"Knowledge of languages","          Italian",, 84335,"",
"Knowledge of languages","          Portuguese",, 80170,"",
"Knowledge of languages","          Romanian",, 12920,"",
"Knowledge of languages","          Spanish",,138770,"",
"Knowledge of languages","          Italic (Romance) languages, n.i.e.",,   725,"",
"Knowledge of languages","        Indo-European languages, n.i.e.",,   250,"",
"Knowledge of languages","      Japanese",, 14220,"",
"Knowledge of languages","      Korean",, 38895,"",
"Knowledge of languages","      Mongolian",,   415,"",
"Knowledge of languages","      Niger-Congo languages",, 32875,"",
"Knowledge of languages","        Akan (Twi)",,  6410,"",
"Knowledge of languages","        Bamanankan",,   240,"",
"Knowledge of languages","        Edo",,  1305,"",
"Knowledge of languages","        Éwé",,   345,"",
"Knowledge of languages","        Fulah (Pular, Pulaar, Fulfulde)",,   305,"",
"Knowledge of languages","        Ga",,   520,"",
"Knowledge of languages","        Ganda",,  1490,"",
"Knowledge of languages","        Gikuyu",,   365,"",
"Knowledge of languages","        Igbo",,  2020,"",
"Knowledge of languages","        Kinyarwanda (Rwanda)",,   655,"",
"Knowledge of languages","        Lingala",,  1665,"",
"Knowledge of languages","        Luba-Kasai",,   175,"",
"Knowledge of languages","        Mòoré",,    40,"",
"Knowledge of languages","        Mwani",,   150,"",
"Knowledge of languages","        Ndebele",,   210,"",
"Knowledge of languages","        Rundi (Kirundi)",,   540,"",
"Knowledge of languages","        Shona",,   715,"",
"Knowledge of languages","        Soninke",,   245,"",
"Knowledge of languages","        Sotho-Tswana languages",,   270,"",
"Knowledge of languages","        Swahili",,  7620,"",
"Knowledge of languages","        Wojenaka",,    75,"",
"Knowledge of languages","        Wolof",,   485,"",
"Knowledge of languages","        Yoruba",,  7235,"",
"Knowledge of languages","        Niger-Congo languages, n.i.e.",,  3620,"",
"Knowledge of languages","      Nilo-Saharan languages",,   555,"",
"Knowledge of languages","        Dinka",,    55,"",
"Knowledge of languages","        Nuer",,    10,"",
"Knowledge of languages","        Nilo-Saharan languages, n.i.e.",,   490,"",
"Knowledge of languages","        African, n.o.s.",,   305,"",
"Knowledge of languages","      Sign languages",,  2860,"",
"Knowledge of languages","        American Sign Language",,  2575,"",
"Knowledge of languages","        Quebec Sign Language",,    20,"",
"Knowledge of languages","        Sign languages, n.i.e.",,   370,"",
"Knowledge of languages","      Sino-Tibetan languages",,275670,"",
"Knowledge of languages","        Chinese languages",,267745,"",
"Knowledge of languages","          Hakka",,  3630,"",
"Knowledge of languages","          Mandarin",,162950,"",
"Knowledge of languages","          Min Dong",,   645,"",
"Knowledge of languages","          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,  7830,"",
"Knowledge of languages","          Wu (Shanghainese)",,  2730,"",
"Knowledge of languages","          Yue (Cantonese)",,134810,"",
"Knowledge of languages","          Chinese, n.o.s.",,  2245,"",
"Knowledge of languages","          Chinese languages, n.i.e.",,   200,"",
"Knowledge of languages","        Tibeto-Burman languages",,  8080,"",
"Knowledge of languages","          Burmese",,   875,"",
"Knowledge of languages","          Kuki-Chin languages",,    55,"",
"Knowledge of languages","          Karenic languages",,   225,"",
"Knowledge of languages","            S'gaw Karen",,   155,"",
"Knowledge of languages","            Karenic languages, n.i.e.",,    70,"",
"Knowledge of languages","          Tibetan",,  6655,"",
"Knowledge of languages","          Tibeto-Burman languages, n.i.e.",,   445,"",
"Knowledge of languages","        Sino-Tibetan languages, n.i.e.",,   220,"",
"Knowledge of languages","      Tai-Kadai languages",,  2865,"",
"Knowledge of languages","        Lao",,  1045,"",
"Knowledge of languages","        Thai",,  1840,"",
"Knowledge of languages","        Tai-Kadai languages, n.i.e.",,   170,"",
"Knowledge of languages","      Turkic languages",, 20920,"",
"Knowledge of languages","        Azerbaijani",,  2425,"",
"Knowledge of languages","        Kazakh",,   325,"",
"Knowledge of languages","        Turkish",, 18110,"",
"Knowledge of languages","        Uyghur",,   240,"",
"Knowledge of languages","        Uzbek",,   790,"",
"Knowledge of languages","        Turkic languages, n.i.e.",,   370,"",
"Knowledge of languages","      Uralic languages",, 14670,"",
"Knowledge of languages","        Estonian",,  1680,"",
"Knowledge of languages","        Finnish",,  1405,"",
"Knowledge of languages","        Hungarian",, 11650,"",
"Knowledge of languages","      Other languages, n.i.e.",,   575,"",
"Indigenous population","Total - Indigenous identity for the population in private households - 25% sample data",44,2761285,"",
"Indigenous population","  Indigenous identity",45, 22925,"",
"Indigenous population","    Single Indigenous responses",46, 21475,"",
"Indigenous population","      First Nations (North American Indian)",, 13800,"",
"Indigenous population","      Métis",,  7440,"",
"Indigenous population","      Inuk (Inuit)",,   240,"",
"Indigenous population","    Multiple Indigenous responses",47,   645,"",
"Indigenous population","    Indigenous responses not included elsewhere",48,   800,"",
"Indigenous population","  Non-Indigenous identity",,2738365,"",
"Indigenous population","Total - Registered or Treaty Indian status for the population in private households - 25% sample data",44,2761285,"",
"Indigenous population","  Registered or Treaty Indian",49,  7730,"",
"Indigenous population","  Not a Registered or Treaty Indian",,2753555,"",
"Household characteristics","Total - Private households by tenure - 25% sample data",50,1160890,"",
"Household characteristics","  Owner",,602925,"",
"Household characteristics","  Renter",,557970,"",
"Household characteristics","  Dwelling provided by the local government, First Nation or Indian band",,     0,"",
"Household characteristics","Total - Occupied private dwellings by condominium status - 25% sample data",51,1160890,"",
"Household characteristics","  Condominium",,353215,"",
"Household characteristics","  Not condominium",,807670,"",
"Household characteristics","Total - Occupied private dwellings by number of bedrooms - 25% sample data",52,1160890,"",
"Household characteristics","  No bedrooms",, 28765,"",
"Household characteristics","  1 bedroom",,330340,"",
"Household characteristics","  2 bedrooms",,334320,"",
"Household characteristics","  3 bedrooms",,268505,"",
"Household characteristics","  4 or more bedrooms",,198960,"",
"Household characteristics","Total - Occupied private dwellings by number of rooms - 25% sample data",53,1160890,"",
"Household characteristics","  1 to 4 rooms",,617005,"",
"Household characteristics","  5 rooms",,152950,"",
"Household characteristics","  6 rooms",,113715,"",
"Household characteristics","  7 rooms",, 90775,"",
"Household characteristics","  8 or more rooms",,186440,"",
"Household characteristics","Average number of rooms per dwelling",,    4.9,"",
"Household characteristics","Total - Private households by number of persons per room - 25% sample data",54,1160890,"",
"Household characteristics","  One person or fewer per room",,1093085,"",
"Household characteristics","  More than one person per room",, 67805,"",
"Household characteristics","Total - Private households by housing suitability - 25% sample data",55,1160890,"",
"Household characteristics","  Suitable",,1016350,"",
"Household characteristics","  Not suitable",,144545,"",
"Household characteristics","Total - Occupied private dwellings by period of construction - 25% sample data",56,1160890,"",
"Household characteristics","  1960 or before",,340185,"",
"Household characteristics","  1961 to 1980",,333990,"",
"Household characteristics","  1981 to 1990",,109780,"",
"Household characteristics","  1991 to 2000",, 92985,"",
"Household characteristics","  2001 to 2005",, 58975,"",
"Household characteristics","  2006 to 2010",, 63995,"",
"Household characteristics","  2011 to 2015",, 75980,"",
"Household characteristics","  2016 to 2021",57, 85005,"",
"Household characteristics","Total - Occupied private dwellings by dwelling condition - 25% sample data",58,1160890,"",
"Household characteristics","  Only regular maintenance and minor repairs needed",,1086415,"",
"Household characteristics","  Major repairs needed",, 74480,"",
"Household characteristics","Total - Private households by number of household maintainers - 25% sample data",59,1160890,"",
"Household characteristics","  One-maintainer household",,634725,"",
"Household characteristics","  Two-maintainer household",,447155,"",
"Household characteristics","  Three-or-more-maintainer household",, 79010,"",
"Household characteristics","Total - Private households by age of primary household maintainers - 25% sample data",60,1160890,"",
"Household characteristics","  15 to 24 years",, 34350,"",
"Household characteristics","  25 to 34 years",,202225,"",
"Household characteristics","  35 to 44 years",,210570,"",
"Household characteristics","  45 to 54 years",,204790,"",
"Household characteristics","  55 to 64 years",,215740,"",
"Household characteristics","  65 to 74 years",,158850,"",
"Household characteristics","  75 to 84 years",, 90900,"",
"Household characteristics","  85 years and over",, 43455,"",
"Household characteristics","Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",61,1151795,"",
"Household characteristics","  Spending less than 30% of income on shelter costs",,777835,"",
"Household characteristics","  Spending 30% or more of income on shelter costs",,373965,"",
"Household characteristics","    30% to less than 100%",,321675,"",
"Household characteristics","Total - Occupied private dwellings by housing indicators - 25% sample data",62,1160895,"",
"Household characteristics","  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed'",,522150,"",
"Household characteristics","    Spending 30% or more of income on shelter costs only",,315735,"",
"Household characteristics","    Not suitable only",, 98270,"",
"Household characteristics","    Major repairs needed only",, 39905,"",
"Household characteristics","    'Spending 30% or more of income on shelter costs' and 'not suitable'",, 33670,"",
"Household characteristics","    'Spending 30% or more of income on shelter costs' and 'major repairs needed'",, 21965,"",
"Household characteristics","    'Not suitable' and 'major repairs needed'",, 10015,"",
"Household characteristics","    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed'",,  2595,"",
"Household characteristics","  Acceptable housing",,638740,"",
"Household characteristics","Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",63,1099505,"",
"Household characteristics","  In core need",,215225,"",
"Household characteristics","  Not in core need",,884285,"",
"Household characteristics","Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",,602915,"",
"Household characteristics","  % of owner households with a mortgage",64,   56.6,"",
"Household characteristics","  % of owner households spending 30% or more of its income on shelter costs",61,   25.6,"",
"Household characteristics","  % in core housing need",63,   10.8,"",
"Household characteristics","  Median monthly shelter costs for owned dwellings ($)",65,  1740,"",
"Household characteristics","  Average monthly shelter costs for owned dwellings ($)",65,  2038,"",
"Household characteristics","  Median value of dwellings ($)",66,900000,"",
"Household characteristics","  Average value of dwellings ($)",66,1131000,"",
"Household characteristics","Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",,557975,"",
"Household characteristics","  % of tenant households in subsidized housing",67,   14.2,"",
"Household characteristics","  % of tenant households spending 30% or more of its income on shelter costs",61,   40.0,"",
"Household characteristics","  % in core housing need",63,   29.3,"",
"Household characteristics","  Median monthly shelter costs for rented dwellings ($)",65,  1500,"",
"Household characteristics","  Average monthly shelter costs for rented dwellings ($)",65,  1562,"",
"Household characteristics","Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,     0,"",
"Household characteristics","  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,,"...",
"Household characteristics","  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,,"...",
"Household characteristics","  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,,"...",
"Indigenous ancestry","Total - Indigenous ancestry for the population in private households - 25% sample data",68,2761285,"",
"Indigenous ancestry","  Indigenous ancestry (only)",69,  6060,"",
"Indigenous ancestry","    Single Indigenous ancestry (only)",70,  5870,"",
"Indigenous ancestry","      First Nations (North American Indian) single ancestry",,  4835,"",
"Indigenous ancestry","      Métis single ancestry",,   975,"",
"Indigenous ancestry","      Inuit single ancestry",,    60,"",
"Indigenous ancestry","    Multiple Indigenous ancestries (only)",71,   190,"",
"Indigenous ancestry","      First Nations (North American Indian) and Métis ancestry only",,   170,"",
"Indigenous ancestry","      First Nations (North American Indian) and Inuit ancestry only",,    15,"",
"Indigenous ancestry","      Métis and Inuit ancestry only",,     0,"",
"Indigenous ancestry","      First Nations (North American Indian) and Métis and Inuit ancestry only",,     0,"",
"Indigenous ancestry","  Indigenous and non-Indigenous ancestries",72, 24150,"",
"Indigenous ancestry","    Single Indigenous and non-Indigenous ancestries",73, 23505,"",
"Indigenous ancestry","      First Nations (North American Indian) and non-Indigenous ancestry only",, 17670,"",
"Indigenous ancestry","      Métis and non-Indigenous ancestry only",,  5665,"",
"Indigenous ancestry","      Inuit and non-Indigenous ancestry only",,   170,"",
"Indigenous ancestry","    Multiple Indigenous and non-Indigenous ancestries",74,   645,"",
"Indigenous ancestry","      First Nations (North American Indian) and Métis and non-Indigenous ancestry only",,   605,"",
"Indigenous ancestry","      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only",,    40,"",
"Indigenous ancestry","      Métis and Inuit and non-Indigenous ancestry only",,     0,"",
"Indigenous ancestry","      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only",,     0,"",
"Indigenous ancestry","  Non-Indigenous ancestry only",75,2731070,"",
"Citizenship","Total - Citizenship for the population in private households - 25% sample data",76,2761285,"",
"Citizenship","  Canadian citizens",77,2284055,"",
"Citizenship","    Canadian citizens aged under 18",,413995,"",
"Citizenship","    Canadian citizens aged 18 and over",,1870055,"",
"Citizenship","  Not Canadian citizens",78,477230,"",
"Immigrant status and period of immigration","Total - Immigrant status and period of immigration for the population in private households - 25% sample data",79,2761285,"",
"Immigrant status and period of immigration","  Non-immigrants",80,1329905,"",
"Immigrant status and period of immigration","  Immigrants",81,1286140,"",
"Immigrant status and period of immigration","    Before 1980",,222935,"",
"Immigrant status and period of immigration","    1980 to 1990",,156460,"",
"Immigrant status and period of immigration","    1991 to 2000",,273985,"",
"Immigrant status and period of immigration","    2001 to 2010",,290400,"",
"Immigrant status and period of immigration","    2011 to 2021",82,342360,"",
"Immigrant status and period of immigration","      2011 to 2015",,144320,"",
"Immigrant status and period of immigration","      2016 to 2021",,198040,"",
"Immigrant status and period of immigration","  Non-permanent residents",83,145240,"",
"Age at immigration","Total - Age at immigration for the immigrant population in private households - 25% sample data",84,1286140,"",
"Age at immigration","  Under 5 years",, 91030,"",
"Age at immigration","  5 to 14 years",,203840,"",
"Age at immigration","  15 to 24 years",,247955,"",
"Age at immigration","  25 to 44 years",,605575,"",
"Age at immigration","  45 years and over",,137730,"",
"Selected places of birth for the immigrant population","Total - Place of birth for the immigrant population in private households - 25% sample data",85,1286140,"",
"Selected places of birth for the immigrant population","  Americas",,210980,"",
"Selected places of birth for the immigrant population","    Brazil",, 10175,"",
"Selected places of birth for the immigrant population","    Colombia",,  8695,"",
"Selected places of birth for the immigrant population","    El Salvador",,  6495,"",
"Selected places of birth for the immigrant population","    Guyana",, 31025,"",
"Selected places of birth for the immigrant population","    Haiti",,  1660,"",
"Selected places of birth for the immigrant population","    Jamaica",, 42650,"",
"Selected places of birth for the immigrant population","    Mexico",,  9340,"",
"Selected places of birth for the immigrant population","    Peru",,  4105,"",
"Selected places of birth for the immigrant population","    Trinidad and Tobago",, 18280,"",
"Selected places of birth for the immigrant population","    United States of America",, 25220,"",
"Selected places of birth for the immigrant population","    Other places of birth in Americas",, 53330,"",
"Selected places of birth for the immigrant population","  Europe",,266210,"",
"Selected places of birth for the immigrant population","    Bosnia and Herzegovina",,  4910,"",
"Selected places of birth for the immigrant population","    Croatia",,  4200,"",
"Selected places of birth for the immigrant population","    France",,  5820,"",
"Selected places of birth for the immigrant population","    Germany",,  8915,"",
"Selected places of birth for the immigrant population","    Greece",, 16510,"",
"Selected places of birth for the immigrant population","    Hungary",,  6135,"",
"Selected places of birth for the immigrant population","    Italy",, 37700,"",
"Selected places of birth for the immigrant population","    Netherlands",,  2130,"",
"Selected places of birth for the immigrant population","    Poland",, 18245,"",
"Selected places of birth for the immigrant population","    Portugal",, 34360,"",
"Selected places of birth for the immigrant population","    Romania",, 11200,"",
"Selected places of birth for the immigrant population","    Russian Federation",, 15820,"",
"Selected places of birth for the immigrant population","    Serbia",86,  7740,"",
"Selected places of birth for the immigrant population","    Ukraine",, 15845,"",
"Selected places of birth for the immigrant population","    United Kingdom",87, 35585,"",
"Selected places of birth for the immigrant population","    Other places of birth in Europe",, 41100,"",
"Selected places of birth for the immigrant population","  Africa",, 88020,"",
"Selected places of birth for the immigrant population","    Algeria",,   940,"",
"Selected places of birth for the immigrant population","    Congo, Democratic Republic of the",,  2130,"",
"Selected places of birth for the immigrant population","    Egypt",,  6420,"",
"Selected places of birth for the immigrant population","    Eritrea",,  6485,"",
"Selected places of birth for the immigrant population","    Ethiopia",, 10900,"",
"Selected places of birth for the immigrant population","    Morocco",,  2385,"",
"Selected places of birth for the immigrant population","    Nigeria",, 10015,"",
"Selected places of birth for the immigrant population","    Somalia",, 10190,"",
"Selected places of birth for the immigrant population","    South Africa, Republic of",,  6000,"",
"Selected places of birth for the immigrant population","    Other places of birth in Africa",, 32555,"",
"Selected places of birth for the immigrant population","  Asia",,716885,"",
"Selected places of birth for the immigrant population","    Afghanistan",, 12920,"",
"Selected places of birth for the immigrant population","    Iran",88, 37190,"",
"Selected places of birth for the immigrant population","    Iraq",, 11350,"",
"Selected places of birth for the immigrant population","    Lebanon",,  6490,"",
"Selected places of birth for the immigrant population","    Syria",89,  8240,"",
"Selected places of birth for the immigrant population","    Turkey",,  8500,"",
"Selected places of birth for the immigrant population","    China",90,129755,"",
"Selected places of birth for the immigrant population","    Hong Kong",91, 36850,"",
"Selected places of birth for the immigrant population","    Korea, South",92, 27505,"",
"Selected places of birth for the immigrant population","    Taiwan",,  7985,"",
"Selected places of birth for the immigrant population","    Philippines",,132980,"",
"Selected places of birth for the immigrant population","    Viet Nam",, 31675,"",
"Selected places of birth for the immigrant population","    Bangladesh",, 27135,"",
"Selected places of birth for the immigrant population","    India",,102155,"",
"Selected places of birth for the immigrant population","    Pakistan",, 34140,"",
"Selected places of birth for the immigrant population","    Sri Lanka",, 47895,"",
"Selected places of birth for the immigrant population","    Other places of birth in Asia",, 54130,"",
"Selected places of birth for the immigrant population","  Oceania and other places of birth",93,  4045,"",
"Selected places of birth for the recent immigrant population ","Total - Place of birth for the recent immigrant population in private households - 25% sample data",94,198040,"",
"Selected places of birth for the recent immigrant population ","  Americas",, 25025,"",
"Selected places of birth for the recent immigrant population ","    Brazil",,  4200,"",
"Selected places of birth for the recent immigrant population ","    Colombia",,  1195,"",
"Selected places of birth for the recent immigrant population ","    Haiti",,   275,"",
"Selected places of birth for the recent immigrant population ","    Jamaica",,  3145,"",
"Selected places of birth for the recent immigrant population ","    Mexico",,  2330,"",
"Selected places of birth for the recent immigrant population ","    United States of America",,  5125,"",
"Selected places of birth for the recent immigrant population ","    Venezuela",95,  1535,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Americas",,  7215,"",
"Selected places of birth for the recent immigrant population ","  Europe",, 20690,"",
"Selected places of birth for the recent immigrant population ","    France",,  1940,"",
"Selected places of birth for the recent immigrant population ","    Germany",,   650,"",
"Selected places of birth for the recent immigrant population ","    Ireland",96,  1365,"",
"Selected places of birth for the recent immigrant population ","    Italy",,   835,"",
"Selected places of birth for the recent immigrant population ","    Russian Federation",,  2240,"",
"Selected places of birth for the recent immigrant population ","    Ukraine",,  2490,"",
"Selected places of birth for the recent immigrant population ","    United Kingdom",87,  2615,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Europe",,  8550,"",
"Selected places of birth for the recent immigrant population ","  Africa",, 18720,"",
"Selected places of birth for the recent immigrant population ","    Algeria",,   210,"",
"Selected places of birth for the recent immigrant population ","    Burundi",,   125,"",
"Selected places of birth for the recent immigrant population ","    Cameroon",,   500,"",
"Selected places of birth for the recent immigrant population ","    Congo, Democratic Republic of the",,   360,"",
"Selected places of birth for the recent immigrant population ","    Côte d'Ivoire",,   235,"",
"Selected places of birth for the recent immigrant population ","    Egypt",,   995,"",
"Selected places of birth for the recent immigrant population ","    Eritrea",,  2775,"",
"Selected places of birth for the recent immigrant population ","    Ethiopia",,  1955,"",
"Selected places of birth for the recent immigrant population ","    Morocco",,   520,"",
"Selected places of birth for the recent immigrant population ","    Nigeria",,  4535,"",
"Selected places of birth for the recent immigrant population ","    Somalia",,  1575,"",
"Selected places of birth for the recent immigrant population ","    South Africa, Republic of",,   675,"",
"Selected places of birth for the recent immigrant population ","    Sudan",97,   480,"",
"Selected places of birth for the recent immigrant population ","    Tunisia",,   120,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Africa",,  3650,"",
"Selected places of birth for the recent immigrant population ","  Asia",,132735,"",
"Selected places of birth for the recent immigrant population ","    Afghanistan",,  3180,"",
"Selected places of birth for the recent immigrant population ","    Bangladesh",,  4760,"",
"Selected places of birth for the recent immigrant population ","    China",90, 18525,"",
